Zp,VpVs ratio,Lithology,Porosity
7.1528857e+03,1.9081000e+00,4.0000000e+00,2.5800000e-01
7.2465142e+03,1.9020000e+00,4.0000000e+00,2.4550000e-01
7.3619712e+03,1.8949000e+00,4.0000000e+00,2.5460000e-01
7.4933735e+03,1.8869000e+00,4.0000000e+00,2.5680000e-01
7.5874541e+03,1.8815000e+00,4.0000000e+00,2.5510000e-01
7.6363418e+03,1.8786000e+00,4.0000000e+00,2.3210000e-01
7.6524463e+03,1.8776000e+00,4.0000000e+00,2.2250000e-01
7.6385825e+03,1.8781000e+00,4.0000000e+00,2.3650000e-01
7.5606182e+03,1.8821000e+00,4.0000000e+00,2.4860000e-01
7.4278940e+03,1.8899000e+00,4.0000000e+00,2.4870000e-01
7.3008271e+03,1.8975000e+00,4.0000000e+00,2.3780000e-01
7.2194087e+03,1.9025000e+00,4.0000000e+00,2.3800000e-01
7.1978828e+03,1.9028000e+00,4.0000000e+00,2.6470000e-01
7.2536470e+03,1.8974000e+00,4.0000000e+00,2.7630000e-01
7.4591709e+03,1.8840000e+00,4.0000000e+00,2.7780000e-01
7.7386494e+03,1.8682000e+00,4.0000000e+00,2.7070000e-01
7.9602866e+03,1.8559000e+00,4.0000000e+00,2.5830000e-01
8.0459009e+03,1.8511000e+00,4.0000000e+00,2.3590000e-01
8.0057031e+03,1.8542000e+00,4.0000000e+00,2.1450000e-01
7.8279790e+03,1.8673000e+00,4.0000000e+00,2.3950000e-01
7.5326323e+03,1.8890000e+00,4.0000000e+00,2.6130000e-01
7.1021245e+03,1.9225000e+00,4.0000000e+00,2.6480000e-01
6.7006699e+03,1.9595000e+00,4.0000000e+00,2.7240000e-01
6.3766895e+03,1.9991000e+00,4.0000000e+00,2.8650000e-01
6.2148486e+03,2.0270000e+00,4.0000000e+00,2.8970000e-01
6.1774351e+03,2.0452000e+00,4.0000000e+00,2.8100000e-01
6.3768496e+03,2.0364000e+00,4.0000000e+00,2.7540000e-01
6.6497183e+03,2.0240000e+00,4.0000000e+00,2.7060000e-01
6.8860571e+03,2.0218000e+00,4.0000000e+00,2.0590000e-01
6.9949077e+03,2.0290000e+00,1.0000000e+00,1.2010000e-01
7.0730967e+03,2.0404000e+00,1.0000000e+00,1.1460000e-01
7.1060405e+03,2.0537000e+00,1.0000000e+00,1.3910000e-01
6.9724336e+03,2.0828000e+00,1.0000000e+00,1.5970000e-01
6.7509897e+03,2.1144000e+00,1.0000000e+00,1.5750000e-01
6.7126201e+03,2.1163000e+00,1.0000000e+00,8.4700000e-02
7.0402412e+03,2.0805000e+00,1.0000000e+00,9.9000000e-02
7.7541738e+03,2.0237000e+00,1.0000000e+00,6.9500000e-02
8.1741733e+03,1.9930000e+00,1.0000000e+00,2.8800000e-02
8.3100049e+03,1.9830000e+00,1.0000000e+00,2.0000000e-04
8.2836748e+03,1.9908000e+00,1.0000000e+00,1.0000000e-04
8.1321245e+03,2.0165000e+00,1.0000000e+00,2.0000000e-03
7.7146250e+03,2.0695000e+00,1.0000000e+00,2.6000000e-03
6.9792451e+03,2.1542000e+00,1.0000000e+00,3.3000000e-03
6.4511729e+03,2.2276000e+00,1.0000000e+00,1.0500000e-02
6.2680732e+03,2.2592000e+00,1.0000000e+00,5.3000000e-03
6.4369663e+03,2.2247000e+00,1.0000000e+00,3.5000000e-03
6.8078398e+03,2.1607000e+00,1.0000000e+00,4.5000000e-03
7.4960542e+03,2.0686000e+00,1.0000000e+00,8.0000000e-03
8.2432070e+03,1.9966000e+00,1.0000000e+00,5.4000000e-03
9.1444668e+03,1.9351000e+00,1.0000000e+00,1.0000000e-02
1.0035906e+04,1.8912000e+00,1.0000000e+00,6.6700000e-02
1.0870588e+04,1.8589000e+00,1.0000000e+00,5.8900000e-02
1.1336491e+04,1.8412000e+00,1.0000000e+00,3.7600000e-02
1.1435288e+04,1.8295000e+00,1.0000000e+00,4.4800000e-02
1.1216003e+04,1.8266000e+00,1.0000000e+00,5.6800000e-02
1.0851886e+04,1.8254000e+00,4.0000000e+00,9.1900000e-02
1.0349176e+04,1.8258000e+00,4.0000000e+00,1.5590000e-01
9.8292764e+03,1.8306000e+00,4.0000000e+00,1.7960000e-01
9.1306953e+03,1.8442000e+00,4.0000000e+00,1.6910000e-01
8.5919150e+03,1.8607000e+00,4.0000000e+00,1.5710000e-01
8.2016611e+03,1.8757000e+00,4.0000000e+00,1.6000000e-01
7.8818013e+03,1.8884000e+00,4.0000000e+00,2.0860000e-01
7.5065425e+03,1.9035000e+00,4.0000000e+00,2.3040000e-01
7.2966191e+03,1.9105000e+00,4.0000000e+00,2.3520000e-01
7.3398135e+03,1.8858000e+00,4.0000000e+00,2.6270000e-01
7.5500371e+03,1.8586000e+00,4.0000000e+00,2.7610000e-01
7.7022803e+03,1.8461000e+00,4.0000000e+00,2.5990000e-01
7.6559023e+03,1.8463000e+00,4.0000000e+00,2.1370000e-01
7.5480073e+03,1.8531000e+00,4.0000000e+00,1.9420000e-01
7.4317373e+03,1.8618000e+00,4.0000000e+00,2.4300000e-01
7.2287134e+03,1.8869000e+00,4.0000000e+00,2.7270000e-01
6.9150273e+03,1.9277000e+00,4.0000000e+00,2.8470000e-01
6.6172788e+03,1.9584000e+00,4.0000000e+00,2.6760000e-01
6.4597383e+03,1.9758000e+00,4.0000000e+00,2.6710000e-01
6.4055757e+03,1.9835000e+00,4.0000000e+00,2.8000000e-01
6.3625132e+03,1.9894000e+00,4.0000000e+00,2.7630000e-01
6.3237266e+03,1.9941000e+00,4.0000000e+00,2.9110000e-01
6.2960493e+03,1.9977000e+00,4.0000000e+00,2.9840000e-01
6.3013081e+03,1.9973000e+00,4.0000000e+00,2.8260000e-01
6.3515381e+03,1.9916000e+00,4.0000000e+00,2.7300000e-01
6.4307422e+03,1.9821000e+00,4.0000000e+00,2.6630000e-01
6.4989053e+03,1.9735000e+00,4.0000000e+00,2.6210000e-01
6.5037666e+03,1.9718000e+00,4.0000000e+00,2.5470000e-01
6.4831108e+03,1.9726000e+00,4.0000000e+00,2.5110000e-01
6.4276602e+03,1.9768000e+00,4.0000000e+00,2.6900000e-01
6.3418643e+03,1.9845000e+00,4.0000000e+00,2.8640000e-01
6.2145864e+03,1.9975000e+00,4.0000000e+00,2.9330000e-01
6.1318413e+03,2.0058000e+00,4.0000000e+00,3.1070000e-01
6.0778174e+03,2.0115000e+00,4.0000000e+00,3.0800000e-01
6.0490576e+03,2.0147000e+00,4.0000000e+00,3.0690000e-01
6.0421860e+03,2.0154000e+00,4.0000000e+00,3.0300000e-01
6.0638057e+03,2.0124000e+00,4.0000000e+00,3.0060000e-01
6.1290684e+03,2.0040000e+00,4.0000000e+00,3.0330000e-01
6.1657271e+03,1.9996000e+00,4.0000000e+00,3.0320000e-01
6.2058599e+03,1.9950000e+00,4.0000000e+00,2.8620000e-01
6.2770024e+03,1.9867000e+00,4.0000000e+00,2.7780000e-01
6.3261436e+03,1.9812000e+00,4.0000000e+00,2.8550000e-01
6.3256963e+03,1.9815000e+00,4.0000000e+00,2.6780000e-01
6.2798813e+03,1.9878000e+00,4.0000000e+00,2.5660000e-01
6.2387905e+03,1.9937000e+00,4.0000000e+00,2.5810000e-01
6.2150981e+03,1.9970000e+00,4.0000000e+00,2.7060000e-01
6.1656191e+03,2.0031000e+00,4.0000000e+00,2.8520000e-01
6.1165391e+03,2.0090000e+00,4.0000000e+00,2.8260000e-01
6.0944995e+03,2.0110000e+00,4.0000000e+00,2.6760000e-01
6.1050527e+03,2.0082000e+00,4.0000000e+00,2.7370000e-01
6.1200112e+03,2.0038000e+00,4.0000000e+00,2.8660000e-01
6.1225981e+03,2.0007000e+00,4.0000000e+00,2.9340000e-01
6.1126875e+03,1.9994000e+00,4.0000000e+00,2.9760000e-01
6.1030205e+03,1.9985000e+00,4.0000000e+00,3.0780000e-01
6.1636113e+03,1.9894000e+00,4.0000000e+00,3.0300000e-01
6.4572202e+03,1.9607000e+00,4.0000000e+00,3.1070000e-01
7.0489780e+03,1.9180000e+00,4.0000000e+00,3.0810000e-01
7.7488076e+03,1.8813000e+00,4.0000000e+00,2.7290000e-01
8.3519375e+03,1.8569000e+00,4.0000000e+00,2.1790000e-01
9.3082266e+03,1.8326000e+00,4.0000000e+00,1.4030000e-01
1.0099107e+04,1.8220000e+00,4.0000000e+00,1.5250000e-01
1.0426640e+04,1.8250000e+00,4.0000000e+00,1.3890000e-01
1.0034866e+04,1.8501000e+00,2.0000000e+00,3.8900000e-02
9.4129365e+03,1.8839000e+00,2.0000000e+00,2.6000000e-02
8.9946816e+03,1.9103000e+00,2.0000000e+00,1.3760000e-01
8.4585547e+03,1.9387000e+00,4.0000000e+00,1.8740000e-01
7.9112432e+03,1.9592000e+00,1.0000000e+00,6.9100000e-02
7.4735835e+03,1.9737000e+00,1.0000000e+00,2.6300000e-02
7.4564038e+03,1.9631000e+00,1.0000000e+00,7.6200000e-02
7.4713008e+03,1.9490000e+00,4.0000000e+00,1.5680000e-01
7.4047427e+03,1.9410000e+00,4.0000000e+00,1.8750000e-01
7.3176792e+03,1.9350000e+00,4.0000000e+00,2.1880000e-01
7.2655645e+03,1.9287000e+00,4.0000000e+00,2.4870000e-01
7.2085601e+03,1.9262000e+00,4.0000000e+00,2.4150000e-01
7.1162466e+03,1.9286000e+00,4.0000000e+00,2.2340000e-01
7.0836465e+03,1.9283000e+00,4.0000000e+00,2.1490000e-01
7.0717852e+03,1.9271000e+00,4.0000000e+00,2.4200000e-01
7.0095747e+03,1.9316000e+00,4.0000000e+00,2.5620000e-01
6.8879683e+03,1.9426000e+00,4.0000000e+00,2.4550000e-01
6.8234502e+03,1.9531000e+00,4.0000000e+00,2.5560000e-01
6.8437412e+03,1.9595000e+00,4.0000000e+00,2.7220000e-01
6.8874453e+03,1.9677000e+00,4.0000000e+00,2.5550000e-01
6.8388188e+03,1.9892000e+00,4.0000000e+00,2.3110000e-01
6.7229722e+03,2.0189000e+00,4.0000000e+00,2.0000000e-01
6.6334619e+03,2.0481000e+00,1.0000000e+00,1.6630000e-01
6.5504126e+03,2.0736000e+00,4.0000000e+00,1.9790000e-01
6.4728643e+03,2.0922000e+00,1.0000000e+00,2.1920000e-01
6.5818223e+03,2.0852000e+00,1.0000000e+00,1.5920000e-01
7.0447646e+03,2.0453000e+00,4.0000000e+00,1.7880000e-01
7.9180083e+03,1.9835000e+00,4.0000000e+00,1.9450000e-01
8.7744219e+03,1.9338000e+00,1.0000000e+00,5.9000000e-02
9.6135254e+03,1.8950000e+00,1.0000000e+00,1.7800000e-02
1.0462017e+04,1.8656000e+00,1.0000000e+00,1.3500000e-02
1.1363507e+04,1.8433000e+00,1.0000000e+00,5.3900000e-02
1.1683647e+04,1.8352000e+00,1.0000000e+00,4.2400000e-02
1.1677960e+04,1.8299000e+00,1.0000000e+00,3.0400000e-02
1.1693662e+04,1.8248000e+00,4.0000000e+00,4.2900000e-02
1.1756681e+04,1.8210000e+00,4.0000000e+00,7.5700000e-02
1.1562344e+04,1.8172000e+00,4.0000000e+00,7.8100000e-02
1.1010081e+04,1.8194000e+00,4.0000000e+00,5.7000000e-02
1.0220682e+04,1.8295000e+00,4.0000000e+00,6.7800000e-02
9.4934502e+03,1.8447000e+00,4.0000000e+00,1.3870000e-01
8.7490703e+03,1.8626000e+00,4.0000000e+00,2.2040000e-01
8.1709385e+03,1.8738000e+00,4.0000000e+00,2.6060000e-01
8.0502656e+03,1.8700000e+00,4.0000000e+00,2.5320000e-01
8.3781992e+03,1.8565000e+00,4.0000000e+00,2.6230000e-01
9.0628193e+03,1.8304000e+00,4.0000000e+00,2.1500000e-01
9.7921777e+03,1.8022000e+00,4.0000000e+00,1.2120000e-01
1.0529811e+04,1.7819000e+00,4.0000000e+00,1.2470000e-01
1.1271330e+04,1.7671000e+00,4.0000000e+00,1.4830000e-01
1.1786104e+04,1.7626000e+00,4.0000000e+00,1.4020000e-01
1.1986963e+04,1.7637000e+00,4.0000000e+00,1.7280000e-01
1.2077153e+04,1.7669000e+00,4.0000000e+00,1.2820000e-01
1.2225272e+04,1.7751000e+00,4.0000000e+00,8.5100000e-02
1.2294717e+04,1.7810000e+00,4.0000000e+00,9.6400000e-02
1.1891276e+04,1.7927000e+00,4.0000000e+00,9.9300000e-02
1.1167785e+04,1.8099000e+00,1.0000000e+00,3.6900000e-02
1.0267329e+04,1.8324000e+00,4.0000000e+00,5.1300000e-02
9.7674463e+03,1.8477000e+00,4.0000000e+00,1.5900000e-01
9.2853057e+03,1.8629000e+00,4.0000000e+00,2.1810000e-01
8.6383857e+03,1.8854000e+00,1.0000000e+00,1.5830000e-01
8.0786030e+03,1.9138000e+00,1.0000000e+00,3.7600000e-02
7.8863306e+03,1.9261000e+00,4.0000000e+00,7.0800000e-02
7.7982676e+03,1.9300000e+00,4.0000000e+00,1.8480000e-01
7.5772046e+03,1.9413000e+00,4.0000000e+00,2.3370000e-01
7.3321538e+03,1.9539000e+00,4.0000000e+00,2.2990000e-01
7.3414424e+03,1.9513000e+00,4.0000000e+00,2.0580000e-01
7.6224282e+03,1.9321000e+00,4.0000000e+00,1.7860000e-01
8.0166680e+03,1.9067000e+00,1.0000000e+00,1.5000000e-01
8.3421328e+03,1.8869000e+00,1.0000000e+00,1.0210000e-01
8.6743750e+03,1.8663000e+00,4.0000000e+00,1.1820000e-01
8.9869082e+03,1.8473000e+00,4.0000000e+00,1.7210000e-01
9.3481309e+03,1.8278000e+00,4.0000000e+00,1.8850000e-01
9.5880889e+03,1.8156000e+00,4.0000000e+00,2.0170000e-01
9.7827178e+03,1.8046000e+00,4.0000000e+00,1.9660000e-01
9.8080645e+03,1.8013000e+00,4.0000000e+00,1.5880000e-01
9.6862734e+03,1.8041000e+00,4.0000000e+00,1.5990000e-01
9.4717471e+03,1.8133000e+00,4.0000000e+00,1.8210000e-01
9.2097139e+03,1.8250000e+00,4.0000000e+00,1.8320000e-01
8.7649189e+03,1.8444000e+00,4.0000000e+00,2.0280000e-01
8.1963945e+03,1.8737000e+00,1.0000000e+00,1.8170000e-01
7.7130425e+03,1.9055000e+00,1.0000000e+00,1.4550000e-01
7.4067422e+03,1.9290000e+00,4.0000000e+00,1.7800000e-01
7.2534585e+03,1.9414000e+00,4.0000000e+00,2.3480000e-01
7.1693228e+03,1.9470000e+00,4.0000000e+00,2.5240000e-01
7.1041680e+03,1.9500000e+00,4.0000000e+00,2.2920000e-01
7.2235532e+03,1.9391000e+00,4.0000000e+00,1.8440000e-01
7.5025698e+03,1.9166000e+00,4.0000000e+00,1.7580000e-01
7.6827075e+03,1.9012000e+00,4.0000000e+00,2.0800000e-01
7.6995996e+03,1.8984000e+00,4.0000000e+00,1.7200000e-01
7.6953105e+03,1.8976000e+00,4.0000000e+00,1.7330000e-01
7.7299321e+03,1.8951000e+00,4.0000000e+00,2.5210000e-01
7.7136694e+03,1.8963000e+00,4.0000000e+00,2.3890000e-01
7.6156416e+03,1.9020000e+00,4.0000000e+00,1.8780000e-01
7.5537275e+03,1.9047000e+00,4.0000000e+00,1.7850000e-01
7.6366050e+03,1.8979000e+00,4.0000000e+00,1.9740000e-01
7.7455752e+03,1.8887000e+00,4.0000000e+00,2.3030000e-01
7.7709492e+03,1.8840000e+00,4.0000000e+00,2.3910000e-01
7.7917490e+03,1.8789000e+00,4.0000000e+00,2.3520000e-01
7.8019463e+03,1.8756000e+00,4.0000000e+00,2.3300000e-01
7.8041162e+03,1.8743000e+00,4.0000000e+00,2.2020000e-01
7.8259263e+03,1.8734000e+00,4.0000000e+00,2.2090000e-01
7.8598740e+03,1.8730000e+00,4.0000000e+00,2.3610000e-01
7.8927935e+03,1.8734000e+00,4.0000000e+00,2.3360000e-01
7.9578574e+03,1.8724000e+00,4.0000000e+00,2.0640000e-01
8.1018555e+03,1.8670000e+00,4.0000000e+00,1.9290000e-01
8.3065908e+03,1.8582000e+00,4.0000000e+00,1.9750000e-01
8.5623457e+03,1.8469000e+00,4.0000000e+00,1.9460000e-01
8.7210479e+03,1.8394000e+00,4.0000000e+00,1.8990000e-01
8.7300703e+03,1.8376000e+00,4.0000000e+00,1.9030000e-01
8.6194756e+03,1.8408000e+00,4.0000000e+00,1.8310000e-01
8.4143574e+03,1.8492000e+00,4.0000000e+00,1.8390000e-01
8.2129199e+03,1.8579000e+00,4.0000000e+00,2.0630000e-01
7.8874736e+03,1.8738000e+00,4.0000000e+00,2.2030000e-01
7.6159526e+03,1.8889000e+00,4.0000000e+00,2.3120000e-01
7.4259595e+03,1.9010000e+00,4.0000000e+00,2.2810000e-01
7.3770054e+03,1.9052000e+00,4.0000000e+00,2.3200000e-01
7.3797412e+03,1.9055000e+00,4.0000000e+00,2.2560000e-01
7.3830420e+03,1.9057000e+00,4.0000000e+00,2.1190000e-01
7.3970928e+03,1.9049000e+00,4.0000000e+00,2.1800000e-01
7.4310044e+03,1.9025000e+00,4.0000000e+00,2.2960000e-01
7.4369512e+03,1.9021000e+00,4.0000000e+00,2.5090000e-01
7.3989648e+03,1.9051000e+00,4.0000000e+00,2.4510000e-01
7.3791563e+03,1.9070000e+00,4.0000000e+00,2.3030000e-01
7.4075796e+03,1.9055000e+00,4.0000000e+00,2.2930000e-01
7.4811553e+03,1.9014000e+00,4.0000000e+00,2.4210000e-01
7.6896929e+03,1.8915000e+00,4.0000000e+00,2.3540000e-01
8.1828540e+03,1.8748000e+00,4.0000000e+00,2.2890000e-01
8.9490039e+03,1.8572000e+00,4.0000000e+00,2.2240000e-01
9.5882656e+03,1.8454000e+00,4.0000000e+00,1.8010000e-01
1.0282858e+04,1.8361000e+00,4.0000000e+00,8.7400000e-02
1.0899995e+04,1.8325000e+00,4.0000000e+00,3.6600000e-02
1.1571370e+04,1.8327000e+00,4.0000000e+00,5.8900000e-02
1.1955627e+04,1.8390000e+00,1.0000000e+00,6.1500000e-02
1.1998658e+04,1.8450000e+00,1.0000000e+00,4.1800000e-02
1.1962576e+04,1.8496000e+00,1.0000000e+00,2.4100000e-02
1.1837255e+04,1.8541000e+00,1.0000000e+00,3.2700000e-02
1.1361211e+04,1.8616000e+00,1.0000000e+00,4.1700000e-02
1.0819545e+04,1.8680000e+00,1.0000000e+00,4.4100000e-02
1.0408424e+04,1.8706000e+00,4.0000000e+00,9.1700000e-02
1.0137883e+04,1.8723000e+00,1.0000000e+00,1.6520000e-01
9.8630732e+03,1.8740000e+00,1.0000000e+00,1.0120000e-01
9.8460000e+03,1.8739000e+00,1.0000000e+00,5.5700000e-02
1.0190948e+04,1.8683000e+00,1.0000000e+00,7.5600000e-02
1.0701254e+04,1.8587000e+00,1.0000000e+00,7.8800000e-02
1.1009414e+04,1.8537000e+00,1.0000000e+00,5.1500000e-02
1.1211708e+04,1.8507000e+00,1.0000000e+00,3.8800000e-02
1.1347856e+04,1.8483000e+00,1.0000000e+00,2.8900000e-02
1.1354762e+04,1.8475000e+00,1.0000000e+00,3.6600000e-02
1.1285107e+04,1.8471000e+00,1.0000000e+00,3.3100000e-02
1.1303024e+04,1.8480000e+00,1.0000000e+00,4.0500000e-02
1.1416134e+04,1.8497000e+00,1.0000000e+00,6.7600000e-02
1.1547892e+04,1.8511000e+00,1.0000000e+00,6.8900000e-02
1.1521771e+04,1.8520000e+00,1.0000000e+00,3.3100000e-02
1.1397901e+04,1.8537000e+00,1.0000000e+00,8.2000000e-03
1.1164524e+04,1.8573000e+00,1.0000000e+00,1.5400000e-02
1.0731090e+04,1.8637000e+00,1.0000000e+00,4.0300000e-02
1.0183256e+04,1.8706000e+00,1.0000000e+00,6.5700000e-02
9.5218867e+03,1.8807000e+00,1.0000000e+00,1.1000000e-01
9.0714736e+03,1.8924000e+00,1.0000000e+00,1.2200000e-01
8.7491094e+03,1.9042000e+00,1.0000000e+00,1.1490000e-01
8.6216455e+03,1.9109000e+00,1.0000000e+00,1.1490000e-01
8.6630801e+03,1.9131000e+00,1.0000000e+00,1.0350000e-01
8.9022939e+03,1.9114000e+00,1.0000000e+00,9.5600000e-02
9.1077773e+03,1.9087000e+00,1.0000000e+00,7.8700000e-02
9.2786084e+03,1.9036000e+00,1.0000000e+00,6.9100000e-02
9.4230156e+03,1.8977000e+00,1.0000000e+00,3.3200000e-02
9.5466172e+03,1.8924000e+00,1.0000000e+00,5.0800000e-02
9.5286260e+03,1.8911000e+00,1.0000000e+00,8.9600000e-02
9.2844375e+03,1.8929000e+00,1.0000000e+00,8.4300000e-02
9.1040098e+03,1.8924000e+00,4.0000000e+00,9.2400000e-02
9.0597480e+03,1.8889000e+00,4.0000000e+00,1.4020000e-01
9.0812744e+03,1.8877000e+00,4.0000000e+00,1.6400000e-01
8.9806621e+03,1.8933000e+00,1.0000000e+00,1.2990000e-01
8.7975205e+03,1.9045000e+00,1.0000000e+00,8.2200000e-02
8.7253066e+03,1.9120000e+00,1.0000000e+00,8.3500000e-02
8.6595459e+03,1.9197000e+00,1.0000000e+00,1.0810000e-01
8.4855576e+03,1.9322000e+00,1.0000000e+00,1.1690000e-01
8.2470313e+03,1.9456000e+00,1.0000000e+00,7.8400000e-02
8.1537310e+03,1.9484000e+00,1.0000000e+00,8.7000000e-02
8.3461074e+03,1.9325000e+00,1.0000000e+00,1.0370000e-01
8.5147813e+03,1.9176000e+00,1.0000000e+00,1.1390000e-01
8.5477695e+03,1.9078000e+00,1.0000000e+00,8.9300000e-02
8.3668867e+03,1.9010000e+00,5.0000000e+00,7.4500000e-02
8.0852202e+03,1.8847000e+00,5.0000000e+00,9.9000000e-02
7.8482905e+03,1.8688000e+00,5.0000000e+00,1.6860000e-01
7.6720127e+03,1.8627000e+00,5.0000000e+00,2.2980000e-01
7.5463940e+03,1.8634000e+00,5.0000000e+00,2.3230000e-01
7.3477769e+03,1.8543000e+00,5.0000000e+00,1.9220000e-01
7.2363003e+03,1.8382000e+00,5.0000000e+00,1.5540000e-01
7.2743945e+03,1.8324000e+00,5.0000000e+00,1.5960000e-01
7.4579048e+03,1.8282000e+00,5.0000000e+00,2.3730000e-01
7.6240859e+03,1.8241000e+00,5.0000000e+00,2.3650000e-01
7.6834233e+03,1.8093000e+00,5.0000000e+00,2.3810000e-01
7.7562026e+03,1.8025000e+00,5.0000000e+00,2.0040000e-01
7.8968008e+03,1.7930000e+00,5.0000000e+00,1.8850000e-01
8.0030249e+03,1.7852000e+00,5.0000000e+00,1.7920000e-01
8.0052734e+03,1.7790000e+00,5.0000000e+00,2.2100000e-01
7.8752856e+03,1.7699000e+00,5.0000000e+00,2.4710000e-01
7.7292700e+03,1.7679000e+00,5.0000000e+00,2.6390000e-01
7.6874834e+03,1.7721000e+00,5.0000000e+00,2.5720000e-01
7.6881807e+03,1.7835000e+00,5.0000000e+00,2.3560000e-01
7.6146528e+03,1.7955000e+00,5.0000000e+00,1.8330000e-01
7.5816841e+03,1.8172000e+00,5.0000000e+00,1.7750000e-01
7.5414688e+03,1.8392000e+00,5.0000000e+00,2.1860000e-01
7.4992568e+03,1.8594000e+00,5.0000000e+00,2.5020000e-01
7.4540913e+03,1.8656000e+00,5.0000000e+00,2.4910000e-01
7.4586367e+03,1.8643000e+00,5.0000000e+00,2.5350000e-01
7.6842764e+03,1.8671000e+00,5.0000000e+00,2.4300000e-01
7.9090176e+03,1.8571000e+00,5.0000000e+00,2.3480000e-01
8.1414727e+03,1.8453000e+00,5.0000000e+00,2.3310000e-01
8.2223389e+03,1.8417000e+00,5.0000000e+00,2.1470000e-01
8.1890127e+03,1.8441000e+00,5.0000000e+00,2.0450000e-01
8.0788857e+03,1.8505000e+00,5.0000000e+00,2.2400000e-01
7.9326230e+03,1.8587000e+00,5.0000000e+00,2.4120000e-01
7.7649966e+03,1.8679000e+00,5.0000000e+00,2.5740000e-01
7.5854316e+03,1.8783000e+00,5.0000000e+00,2.5540000e-01
7.4656206e+03,1.8864000e+00,5.0000000e+00,2.4930000e-01
7.3865610e+03,1.8920000e+00,5.0000000e+00,2.5290000e-01
7.3227817e+03,1.8968000e+00,5.0000000e+00,2.5570000e-01
7.2934731e+03,1.8994000e+00,5.0000000e+00,2.5300000e-01
7.2811479e+03,1.9011000e+00,5.0000000e+00,2.5360000e-01
7.2911387e+03,1.9013000e+00,5.0000000e+00,2.5630000e-01
7.3145815e+03,1.9004000e+00,5.0000000e+00,2.5050000e-01
7.3407954e+03,1.8989000e+00,5.0000000e+00,2.3650000e-01
7.4105586e+03,1.8941000e+00,5.0000000e+00,2.3480000e-01
7.4872529e+03,1.8882000e+00,5.0000000e+00,2.4590000e-01
7.5031450e+03,1.8849000e+00,5.0000000e+00,2.3890000e-01
7.4386758e+03,1.8857000e+00,5.0000000e+00,2.0910000e-01
7.3727148e+03,1.8861000e+00,5.0000000e+00,2.0530000e-01
7.3787676e+03,1.8809000e+00,4.0000000e+00,2.4420000e-01
7.4815620e+03,1.8712000e+00,4.0000000e+00,2.6550000e-01
7.6895352e+03,1.8572000e+00,4.0000000e+00,2.7240000e-01
8.0120142e+03,1.8401000e+00,4.0000000e+00,2.5500000e-01
8.3950947e+03,1.8220000e+00,3.0000000e+00,2.5380000e-01
8.7988789e+03,1.8057000e+00,3.0000000e+00,2.2340000e-01
9.5524023e+03,1.7859000e+00,3.0000000e+00,2.0530000e-01
1.0271102e+04,1.7734000e+00,3.0000000e+00,2.0180000e-01
1.1003828e+04,1.7637000e+00,3.0000000e+00,1.9480000e-01
1.1421210e+04,1.7588000e+00,3.0000000e+00,1.4700000e-01
1.1816736e+04,1.7544000e+00,3.0000000e+00,9.6500000e-02
1.2324969e+04,1.7500000e+00,3.0000000e+00,1.2040000e-01
1.2696737e+04,1.7485000e+00,3.0000000e+00,1.3060000e-01
1.2742486e+04,1.7485000e+00,3.0000000e+00,1.3180000e-01
1.2509126e+04,1.7492000e+00,3.0000000e+00,1.1440000e-01
1.2242552e+04,1.7507000e+00,3.0000000e+00,9.6000000e-02
1.2094099e+04,1.7519000e+00,3.0000000e+00,1.2490000e-01
1.2021348e+04,1.7526000e+00,3.0000000e+00,1.7080000e-01
1.1903963e+04,1.7529000e+00,3.0000000e+00,1.7180000e-01
1.1714160e+04,1.7524000e+00,3.0000000e+00,1.5330000e-01
1.1715365e+04,1.7513000e+00,3.0000000e+00,1.4280000e-01
1.1980720e+04,1.7494000e+00,3.0000000e+00,1.3920000e-01
1.2369035e+04,1.7478000e+00,3.0000000e+00,1.4600000e-01
1.2791540e+04,1.7483000e+00,3.0000000e+00,1.4340000e-01
1.3162654e+04,1.7525000e+00,3.0000000e+00,1.3100000e-01
1.3536299e+04,1.7619000e+00,3.0000000e+00,9.7700000e-02
1.3336939e+04,1.7714000e+00,3.0000000e+00,8.1500000e-02
1.2665267e+04,1.7901000e+00,3.0000000e+00,3.0900000e-02
1.1529318e+04,1.8263000e+00,3.0000000e+00,1.0000000e-04
1.0401085e+04,1.8705000e+00,1.0000000e+00,7.7000000e-03
8.9255020e+03,1.9460000e+00,1.0000000e+00,4.8000000e-03
7.5796670e+03,2.0431000e+00,1.0000000e+00,7.0000000e-04
6.5209556e+03,2.1734000e+00,1.0000000e+00,2.8700000e-02
5.9769541e+03,2.2926000e+00,1.0000000e+00,1.5900000e-02
5.6578931e+03,2.3879000e+00,1.0000000e+00,5.5000000e-03
5.7467749e+03,2.3727000e+00,1.0000000e+00,4.0000000e-03
6.4872188e+03,2.2514000e+00,1.0000000e+00,2.0400000e-02
7.2249165e+03,2.1549000e+00,1.0000000e+00,1.3600000e-02
7.7485381e+03,2.0883000e+00,1.0000000e+00,2.0000000e-04
7.9565752e+03,2.0616000e+00,1.0000000e+00,6.5000000e-03
8.0139126e+03,2.0588000e+00,1.0000000e+00,5.5800000e-02
7.8643296e+03,2.0853000e+00,4.0000000e+00,1.3820000e-01
7.1779697e+03,2.1704000e+00,1.0000000e+00,1.5710000e-01
